DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION,HOUR
230706867,2023-03-07,2023-03-07,845,Wilshire,VANDALISM - MISDEAMEANOR ($399 OR UNDER),23.0,F,H,Unknown,Invest Cont,4500 W  PICO                         BL,8
221014798,2022-10-03,2022-10-01,107,West Valley,THEFT OF IDENTITY,61.0,F,W,Unknown,Invest Cont,7100    BALBOA                       BL,1
221220447,2022-09-27,2022-06-15,359,77th Street,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",40.0,M,H,Unknown,Invest Cont,9100 S  DENKER                       AV,3
221419115,2022-11-18,2022-11-18,2050,Pacific,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",29.0,F,H,Unknown,Invest Cont,INGLEWOOD,20
220810733,2022-06-13,2022-06-13,1300,West LA,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",80.0,F,B,ROCK/THROWN OBJECT,Invest Cont,9700    BEVERLYWOOD                  ST,13
231708548,2023-04-22,2023-04-22,1615,Devonshire,CRIMINAL THREATS - NO WEAPON DISPLAYED,45.0,F,H,VERBAL THREAT,Invest Cont,16600    SAN FERNANDO MISSION         BL,16
231508028,2023-04-06,2023-03-30,930,N Hollywood,THEFT OF IDENTITY,58.0,M,W,Unknown,Invest Cont,11900    CHANDLER                     BL,9
220416137,2022-12-09,2022-12-03,606,Hollenbeck,THEFT OF IDENTITY,39.0,F,H,Unknown,Invest Cont,1100    CORNWELL                     ST,6
221011028,2022-06-10,2021-08-11,1235,West Valley,THEFT OF IDENTITY,26.0,F,H,Unknown,Invest Cont,19200    HAYNES                       ST,12
220601034,2022-12-08,2022-11-15,1119,Hollywood,CRIMINAL THREATS - NO WEAPON DISPLAYED,80.0,M,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,8800    EVANVIEW                     DR,11
230507567,2023-04-09,2023-04-06,1445,Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),52.0,M,W,Unknown,Invest Cont,700 W  27TH                         ST,14
232006657,2023-03-05,2023-03-05,100,Olympic,BATTERY - SIMPLE ASSAULT,70.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2800 W  14TH                         ST,1
230611794,2023-06-28,2023-06-27,2330,Hollywood,ROBBERY,25.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6600    HOLLYWOOD                    BL,23
220123469,2022-10-30,2022-10-29,2330,Central,INTIMATE PARTNER - SIMPLE ASSAULT,25.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,600 N  SPRING                       ST,23
222117416,2022-12-06,2022-12-06,1550,Topanga,ROBBERY,35.0,M,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,21500    VICTORY                      BL,15
231407528,2023-03-26,2023-03-19,1800,Pacific,THEFT PLAIN - PETTY ($950 & UNDER),84.0,M,W,Unknown,Invest Cont,1500    GLENAVON                     AV,18
220619109,2022-11-18,2022-11-11,2000,Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",46.0,M,W,Unknown,Invest Cont,SUNSET                       BL,20
222113570,2022-08-27,2022-08-10,7,Topanga,THEFT OF IDENTITY,52.0,F,W,Unknown,Invest Cont,23700    CARARD                       ST,0
220612932,2022-07-07,2022-07-05,130,Hollywood,THEFT OF IDENTITY,56.0,M,W,Unknown,Invest Cont,1100 N  WESTERN                      AV,1
220810990,2022-06-20,2021-11-18,1200,West LA,THEFT OF IDENTITY,31.0,M,O,Unknown,Invest Cont,1400    AMBASSADOR                   ST,12
232104610,2023-01-17,2023-01-15,1,Topanga,THEFT PLAIN - PETTY ($950 & UNDER),33.0,M,W,Unknown,Invest Cont,20200    SHERMAN                      WY,0
220710889,2022-06-26,2022-06-26,415,Wilshire,BATTERY - SIMPLE ASSAULT,44.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,BEVERLY                      BL,4
221419667,2022-12-03,2022-12-03,2150,Pacific,INTIMATE PARTNER - SIMPLE ASSAULT,44.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,7700 W  79TH                         ST,21
230113774,2023-06-07,2023-06-07,1545,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",53.0,M,A,Unknown,Invest Cont,TEMPLE,15
221225803,2022-12-21,2022-12-14,800,77th Street,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),29.0,M,H,Unknown,Invest Cont,1900 W  60TH                         ST,8
220312127,2022-06-12,2022-06-12,800,Southwest,SHOPLIFTING - PETTY THEFT ($950 & UNDER),21.0,X,X,Unknown,Invest Cont,3100 S  HOOVER                       ST,8
221414773,2022-07-31,2022-07-31,1030,Pacific,BURGLARY FROM VEHICLE,27.0,F,W,Unknown,Invest Cont,6900    KNOWLTON                     PL,10
230312273,2023-06-15,2023-06-06,800,Southwest,ROBBERY,56.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,WESTERN                      AV,8
220816435,2022-11-05,2022-11-05,915,West LA,TRESPASSING,27.0,M,O,Unknown,Invest Cont,11100 W  OLYMPIC                      BL,9
220409966,2022-06-17,2022-06-17,2210,Hollenbeck,INTIMATE PARTNER - SIMPLE ASSAULT,41.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,RIO VISTA                    AV,22
221315343,2022-08-01,2022-07-02,800,Newton,THEFT OF IDENTITY,36.0,F,H,Unknown,Invest Cont,1600 E  50TH                         ST,8
231214198,2023-06-19,2023-06-19,1745,77th Street,VANDALISM - MISDEAMEANOR ($399 OR UNDER),60.0,F,B,Unknown,Invest Cont,3500    HYDE PARK                    BL,17
221312603,2022-06-06,2022-06-01,1405,Newton,THEFT OF IDENTITY,30.0,F,B,Unknown,Invest Cont,1000 E  27TH                         ST,14
221516548,2022-10-25,2022-10-25,1500,N Hollywood,CRIMINAL THREATS - NO WEAPON DISPLAYED,37.0,M,O,VERBAL THREAT,Invest Cont,4000    VINELAND                     AV,15
231307010,2023-02-28,2023-02-28,1148,Newton,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",23.0,M,H,Unknown,Invest Cont,3200 S  CENTRAL                      AV,11
221015818,2022-10-28,2022-10-28,2145,West Valley,PROWLER,72.0,M,W,Unknown,Invest Cont,16600    ASHLEY OAKS,21
222112484,2022-08-02,2022-08-02,915,Topanga,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",45.0,M,W,Unknown,Invest Cont,21900    VENTURA                      BL,9
231500728,2023-05-09,2023-05-09,1830,N Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33.0,M,H,SHOTGUN,Adult Arrest,WHITSETT,18
221219098,2022-09-05,2022-09-05,2000,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29.0,F,B,HAMMER,Adult Arrest,1400 W  84TH                         PL,20
231906620,2023-03-04,2023-03-04,1407,Mission,BATTERY - SIMPLE ASSAULT,29.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,15400    PLUMMER                      ST,14
221014162,2022-09-19,2022-09-16,1200,West Valley,OTHER ASSAULT,39.0,F,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,5400    WHITE OAK                    AV,12
232007383,2023-03-26,2023-03-24,2045,Olympic,ROBBERY,25.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 S  ST ANDREWS                   PL,20
220316212,2022-09-04,2022-09-04,600,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),48.0,M,H,Unknown,Invest Cont,2800 S  BRONSON                      AV,6
231311461,2023-05-29,2023-05-28,1900,Newton,BURGLARY FROM VEHICLE,40.0,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,1600    STAUNTON                     AV,19
222001133,2022-11-28,2022-11-28,2345,Olympic,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57.0,F,H,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,Adult Arrest,1800 S  MANHATTAN                    PL,23
230908244,2023-04-16,2023-04-13,57,Van Nuys,BURGLARY,41.0,F,W,Unknown,Invest Cont,4200    LONGRIDGE                    AV,0
230209425,2023-04-22,2023-04-22,1530,Rampart,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36.0,M,B,HAND GUN,Invest Cont,1000 N  VERMONT                      AV,15
231205113,2023-01-20,2023-01-20,1930,77th Street,ROBBERY,37.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,71ST                         ST,19
230305193,2023-01-24,2023-01-19,1026,Southwest,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",23.0,M,C,Unknown,Invest Cont,1100 W  36TH                         ST,10
231204482,2023-01-09,2023-01-08,30,77th Street,ROBBERY,28.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,52ND                         ST,0
231510677,2023-06-06,2023-05-02,200,N Hollywood,BATTERY - SIMPLE ASSAULT,37.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6500    BABCOCK                      AV,2
230808382,2023-04-18,2023-04-14,1200,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),36.0,M,B,Unknown,Invest Cont,2000    BARRY                        AV,12
230109122,2023-03-22,2023-03-22,240,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42.0,M,H,MACE/PEPPER SPRAY,Invest Cont,11TH,2
232106264,2023-03-01,2023-03-01,1500,Topanga,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",13.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,20800    BURBANK                      BL,15
230708547,2023-03-28,2021-07-01,1,Wilshire,BATTERY - SIMPLE ASSAULT,74.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,5900    DAUPHIN                      ST,0
221116856,2022-11-28,2022-11-27,1130,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),58.0,M,O,Unknown,Invest Cont,COLORADO                     BL,11
230311855,2023-06-05,2023-06-05,2040,Southwest,INTIMATE PARTNER - SIMPLE ASSAULT,58.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2400    OBAMA                        BL,20
230708265,2023-04-10,2023-04-09,2330,Wilshire,ROBBERY,19.0,M,W,VERBAL THREAT,Adult Other,8100    MELROSE                      AV,23
220116449,2022-07-18,2022-07-16,134,Central,BURGLARY,44.0,M,B,Unknown,Invest Cont,600 S  SPRING                       ST,1
231909621,2023-05-23,2023-05-02,604,Mission,THEFT OF IDENTITY,33.0,F,W,Unknown,Invest Cont,8800    VAN NUYS                     BL,6
231407220,2023-03-18,2023-03-18,1800,Pacific,BATTERY - SIMPLE ASSAULT,53.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,4900    MARIONWOOD                   DR,18
231209183,2023-03-28,2023-03-28,1005,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23.0,M,B,HAND GUN,Invest Cont,800 E  73RD                         ST,10
231007630,2023-04-04,2022-04-22,945,West Valley,THEFT OF IDENTITY,70.0,M,W,Unknown,Invest Cont,4000    HILTON HEAD                  WY,9
220710172,2022-06-08,2022-05-31,1,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER),30.0,M,W,Unknown,Invest Cont,400 S  COCHRAN                      AV,0
221415092,2022-08-12,2022-06-16,1929,Pacific,BIKE - STOLEN,50.0,M,W,Unknown,Invest Cont,5900 W  CENTER                       DR,19
230205598,2023-01-27,2023-01-27,1230,Rampart,THEFT OF IDENTITY,38.0,M,B,Unknown,Invest Cont,1000    WILSHIRE                     BL,12
220711611,2022-07-13,2022-06-19,1000,Wilshire,THEFT OF IDENTITY,42.0,M,W,Unknown,Invest Cont,6200 W  3RD                          ST,10
220715891,2022-10-29,2022-10-29,1300,Wilshire,PICKPOCKET,62.0,M,B,Unknown,Invest Cont,MELROSE,13
222014826,2022-09-08,2022-09-07,145,Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,28.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,700 S  NEW HAMPSHIRE                AV,1
221815275,2022-08-03,2022-08-02,2210,Southeast,THEFT OF IDENTITY,45.0,F,H,Unknown,Invest Cont,10900    MONA                         BL,22
220712020,2022-07-23,2022-07-23,1500,Wilshire,BATTERY - SIMPLE ASSAULT,19.0,M,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,CURSON                       AV,15
231511507,2023-06-26,2023-06-26,1130,N Hollywood,BATTERY - SIMPLE ASSAULT,86.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,11900    BURBANK                      BL,11
230507735,2023-04-13,2023-04-13,1600,Harbor,BURGLARY,63.0,F,W,Unknown,Invest Cont,2200 S  MEYLER                       ST,16
220300822,2022-10-01,2022-10-01,2000,Southwest,BATTERY - SIMPLE ASSAULT,36.0,F,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,3600 W  MARTIN LUTHER KING JR        BL,20
221117370,2022-12-12,2022-12-12,1530,Northeast,BURGLARY FROM VEHICLE,34.0,F,H,Unknown,Invest Cont,3700    GLENFELIZ                    BL,15
231908181,2023-04-18,2021-08-20,925,Mission,THEFT OF IDENTITY,29.0,M,W,Unknown,Invest Cont,13900    HERRON                       ST,9
230310494,2023-05-07,2023-05-07,1040,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40.0,F,H,VEHICLE,Invest Cont,VERMONT,10
221314878,2022-07-22,2022-07-22,2120,Newton,BURGLARY,55.0,M,H,Unknown,Invest Cont,1000 E  46TH                         ST,21
221315661,2022-08-08,2022-08-07,2030,Newton,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),41.0,M,H,Unknown,Invest Cont,HUNTER,20
220316548,2022-09-02,2022-09-01,1,Southwest,THEFT OF IDENTITY,35.0,F,H,Unknown,Invest Cont,4000    PALMWOOD                     DR,0
230404493,2023-01-15,2023-01-15,1540,Hollenbeck,INTIMATE PARTNER - AGGRAVATED ASSAULT,29.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,2400    WORKMAN                      ST,15
222112306,2022-07-22,2022-05-19,1740,Topanga,BIKE - STOLEN,41.0,F,W,Unknown,Invest Cont,5800    TOPANGA CANYON               BL,17
230212271,2023-06-10,2023-06-10,1230,Rampart,BATTERY - SIMPLE ASSAULT,47.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,700 S  BURLINGTON                   AV,12
221415540,2022-08-19,2022-08-19,500,Pacific,BURGLARY FROM VEHICLE,39.0,F,W,Unknown,Invest Cont,1200    MORNINGSIDE                  WY,5
220812151,2022-07-17,2022-07-17,1700,West LA,INTIMATE PARTNER - SIMPLE ASSAULT,36.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,11700    DARLINGTON                   AV,17
231307936,2023-03-18,2023-03-18,1720,Newton,VIOLATION OF RESTRAINING ORDER,23.0,F,H,Unknown,Adult Other,4000    TRINITY                      ST,17
221200737,2022-07-13,2022-07-13,800,77th Street,FALSE IMPRISONMENT,27.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Juv Arrest,5900    CIMARRON                     ST,8
221216999,2022-08-04,2022-08-04,1530,77th Street,INTIMATE PARTNER - SIMPLE ASSAULT,51.0,F,H,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,8100 S  FIGUEROA                     ST,15
221214585,2022-06-19,2022-06-19,2100,77th Street,VIOLATION OF RESTRAINING ORDER,40.0,F,H,PHYSICAL PRESENCE,Adult Other,1000 W  51ST                         PL,21
220812353,2022-07-22,2022-02-01,1,West LA,INTIMATE PARTNER - SIMPLE ASSAULT,36.0,F,A,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1700    FEDERAL                      AV,0
230105400,2023-01-22,2023-01-22,1000,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",22.0,F,J,Unknown,Invest Cont,300 S  BROADWAY,10
220120000,2022-09-08,2022-09-08,815,Central,BRANDISH WEAPON,64.0,M,H,OTHER KNIFE,Invest Cont,100 E  5TH                          ST,8
222013234,2022-06-06,2022-06-05,2200,Olympic,BURGLARY FROM VEHICLE,57.0,M,H,Unknown,Invest Cont,W  8TH                          ST,22
231405049,2023-01-24,2023-01-24,1000,Pacific,THEFT PLAIN - PETTY ($950 & UNDER),56.0,M,W,Unknown,Invest Cont,12300    VENICE                       BL,10
222118066,2022-12-22,2022-12-22,1845,Topanga,OTHER ASSAULT,31.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6900    MILWOOD                      AV,18
221418980,2022-09-21,2022-09-21,905,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),26.0,M,H,Unknown,Invest Cont,W  JEFFERSON                    BL,9
231010022,2023-06-06,2023-06-06,100,West Valley,INTIMATE PARTNER - SIMPLE ASSAULT,19.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6800    YOLANDA                      AV,1
221610598,2022-07-20,2022-07-19,2300,Foothill,BURGLARY,65.0,F,W,Unknown,Invest Cont,10700    RADWIN                       AV,23
220913422,2022-09-03,2022-09-03,1615,Van Nuys,THEFT OF IDENTITY,31.0,F,H,Unknown,Invest Cont,15400    VANOWEN                      ST,16
221010626,2022-06-19,2022-06-19,1600,West Valley,BRANDISH WEAPON,29.0,M,B,HAND GUN,Invest Cont,7400    HASKELL                      AV,16
231213722,2023-06-11,2023-06-10,2330,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",68.0,F,B,HAND GUN,Invest Cont,6500    WEST                         BL,23
221010116,2022-06-07,2022-06-03,1200,West Valley,THEFT OF IDENTITY,48.0,M,W,Unknown,Invest Cont,7400    TAMPA                        AV,12
222016686,2022-11-03,2022-11-03,1400,Olympic,BATTERY - SIMPLE ASSAULT,31.0,M,K,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 S  HOBART                       BL,14
231806854,2023-02-25,2023-02-23,1050,Southeast,EXTORTION,15.0,M,H,Unknown,Invest Cont,14800 S  ORCHARD                      AV,10
221717015,2022-11-22,2022-09-05,2134,Devonshire,THEFT OF IDENTITY,20.0,M,O,Unknown,Invest Cont,12200    DELANTE                      CT,21
220409386,2022-06-01,2022-05-27,1800,Hollenbeck,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),6.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3000    SIERRA                       ST,18
230808645,2023-04-25,2023-04-25,2205,West LA,CRIMINAL THREATS - NO WEAPON DISPLAYED,26.0,M,H,VERBAL THREAT,Invest Cont,9800    NATIONAL                     BL,22
231004937,2023-01-25,2023-01-11,920,West Valley,THEFT OF IDENTITY,51.0,F,W,Unknown,Invest Cont,7000    WHITE OAK                    AV,9
232010995,2023-06-02,2023-06-02,405,Olympic,BATTERY - SIMPLE ASSAULT,39.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3500 W  3RD                          ST,4
220713129,2022-08-20,2022-08-20,1246,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER),36.0,M,W,Unknown,Invest Cont,4600 W  12TH                         ST,12
230704137,2023-01-03,2022-11-30,1407,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER),45.0,F,H,Unknown,Invest Cont,6000    WHITWORTH                    DR,14
220123466,2022-10-29,2022-10-29,2030,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27.0,M,B,KITCHEN KNIFE,Invest Cont,7TH,20
230910756,2023-06-18,2023-06-17,1200,Van Nuys,VANDALISM - MISDEAMEANOR ($399 OR UNDER),39.0,M,H,Unknown,Invest Cont,6700    SYLMAR                       AV,12
221614704,2022-11-29,2022-11-14,1200,Foothill,"BUNCO, GRAND THEFT",83.0,M,W,Unknown,Invest Cont,8200    LANKERSHIM                   BL,12
220516468,2022-11-30,2022-11-30,2045,Harbor,BATTERY - SIMPLE ASSAULT,66.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,900 W  UPLAND                       AV,20
231809745,2023-04-30,2023-04-30,1835,Southeast,CRIMINAL THREATS - NO WEAPON DISPLAYED,53.0,F,B,VERBAL THREAT,Adult Other,900 E  108TH                        ST,18
220710105,2022-06-06,2020-07-01,745,Wilshire,THEFT OF IDENTITY,70.0,M,W,Unknown,Invest Cont,1100 S  RIDGELEY                     DR,7
221218609,2022-08-28,2022-08-27,2150,77th Street,INTIMATE PARTNER - AGGRAVATED ASSAULT,17.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,900 W  62ND                         PL,21
220312657,2022-06-22,2022-06-21,904,Southwest,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",43.0,M,B,Unknown,Invest Cont,800    BLOOM WALK,9
221011085,2022-06-30,2022-06-18,105,West Valley,THEFT OF IDENTITY,53.0,M,W,Unknown,Invest Cont,7100    WILBUR                       AV,1
231506734,2023-03-05,2023-03-04,1700,N Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",73.0,M,W,Unknown,Invest Cont,6200    TUJUNGA                      AV,17
230108595,2023-03-13,2023-03-13,1254,Central,BATTERY - SIMPLE ASSAULT,27.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,600    STANFORD                     AV,12
222117143,2022-11-28,2022-11-23,1700,Topanga,BURGLARY,35.0,M,X,Unknown,Invest Cont,7300    WOODLAKE                     AV,17
231511073,2023-06-16,2023-05-23,1340,N Hollywood,BATTERY - SIMPLE ASSAULT,23.0,M,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,11900    CREST                        PL,13
220715570,2022-10-22,2022-10-21,1211,Wilshire,DISTURBING THE PEACE,37.0,F,A,Unknown,Invest Cont,600 S  RIMPAU                       BL,12
221813953,2022-07-08,2022-07-06,2320,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",62.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 E  118TH                        PL,23
230706997,2023-03-11,2023-03-11,2120,Wilshire,INTIMATE PARTNER - AGGRAVATED ASSAULT,29.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1300 S  REDONDO                      BL,21
230106179,2023-02-03,2023-02-03,215,Central,INTIMATE PARTNER - AGGRAVATED ASSAULT,29.0,M,H,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,Invest Cont,700 S  LOS ANGELES                  ST,2
220811786,2022-07-11,2022-07-10,1500,West LA,EXTORTION,29.0,M,O,VERBAL THREAT,Invest Cont,1200 S  BEVERLY GLEN                 BL,15
221321776,2022-12-02,2022-12-02,643,Newton,THEFT OF IDENTITY,31.0,F,B,Unknown,Invest Cont,2600 S  GRAND                        AV,6
221812920,2022-06-18,2022-06-18,1540,Southeast,BATTERY - SIMPLE ASSAULT,61.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,1500 E  99TH                         ST,15
221910949,2022-06-17,2022-05-15,1300,Mission,DOCUMENT FORGERY / STOLEN FELONY,37.0,F,H,Unknown,Invest Cont,15500    CABRITO                      RD,13
221315447,2022-08-03,2022-08-01,1600,Newton,OTHER MISCELLANEOUS CRIME,34.0,M,H,VERBAL THREAT,Adult Arrest,700 E  18TH                         ST,16
231406014,2023-02-19,2023-02-19,1000,Pacific,BATTERY - SIMPLE ASSAULT,72.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,3500    ROSEWOOD                     AV,10
220126971,2022-12-23,2022-12-22,1900,Central,BURGLARY FROM VEHICLE,23.0,M,W,Unknown,Invest Cont,600    IMPERIAL                     ST,19
230308285,2023-03-25,2023-03-25,130,Southwest,INTIMATE PARTNER - AGGRAVATED ASSAULT,28.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,3900    DEGNAN                       BL,1
222117705,2022-12-01,2022-11-07,2100,Topanga,THEFT PLAIN - PETTY ($950 & UNDER),67.0,F,W,Unknown,Invest Cont,20800    VENTURA                      BL,21
231104344,2023-01-09,2023-01-09,1830,Northeast,INTIMATE PARTNER - AGGRAVATED ASSAULT,43.0,M,O,OTHER KNIFE,Adult Other,4200    VERDUGO                      RD,18
220124877,2022-11-22,2022-11-20,300,Central,ROBBERY,34.0,F,H,UNKNOWN FIREARM,Invest Cont,HILL,3
221511566,2022-06-26,2022-06-26,100,N Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,26.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,6700    LEMP                         AV,1
220515400,2022-10-29,2022-10-26,2150,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",66.0,M,H,Unknown,Invest Cont,HALLDALE                     ST,21
222013307,2022-08-09,2022-08-09,930,Olympic,ROBBERY,50.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,VERMONT                      AV,9
231404906,2023-01-24,2023-01-24,1925,Pacific,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26.0,M,O,HAND GUN,Invest Cont,PALMS,19
231214979,2023-06-01,2023-06-01,1720,77th Street,VIOLATION OF RESTRAINING ORDER,55.0,F,B,Unknown,Invest Cont,1500 W  84TH                         PL,17
221609557,2022-06-17,2022-06-16,1830,Foothill,CRIMINAL THREATS - NO WEAPON DISPLAYED,60.0,F,H,VERBAL THREAT,Adult Arrest,12200    OSBORNE                      PL,18
221421319,2022-12-19,2022-12-17,200,Pacific,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",24.0,F,B,Unknown,Invest Cont,8900 S  SEPULVEDA                    BL,2
222000768,2022-06-12,2022-06-12,230,Olympic,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19.0,M,O,UNKNOWN FIREARM,Invest Cont,GRAMERCY                     PL,2
222018430,2022-09-15,2022-09-14,1420,Olympic,THEFT OF IDENTITY,36.0,M,O,Unknown,Invest Cont,700 S  NORMANDIE                    AV,14
222111334,2022-07-05,2022-06-02,1201,Topanga,THEFT OF IDENTITY,35.0,M,W,Unknown,Invest Cont,6300    RANDI                        AV,12
221916802,2022-11-12,2022-11-12,2250,Mission,BURGLARY,56.0,F,H,Unknown,Adult Arrest,13300    FREDERICK                    WY,22
