DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION,HOUR
230606885,2023-03-01,2023-02-24,2030,Hollywood,BURGLARY FROM VEHICLE,26.0,M,W,Unknown,Invest Cont,1300 N  CAHUENGA                     BL,20
220319284,2022-10-29,2022-10-01,915,Southwest,THEFT OF IDENTITY,41.0,F,H,Unknown,Invest Cont,2200 W  27TH                         ST,9
231608935,2023-06-07,2023-05-27,1045,Foothill,BATTERY - SIMPLE ASSAULT,58.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,7800    LAUREL CANYON                BL,10
220716021,2022-11-01,2022-11-01,1120,Wilshire,CRIMINAL THREATS - NO WEAPON DISPLAYED,65.0,F,B,VERBAL THREAT,Adult Arrest,7300    WILLOUGHBY                   AV,11
220117771,2022-08-07,2022-08-07,100,Central,INTIMATE PARTNER - SIMPLE ASSAULT,22.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,100 E  ANN                          ST,1
230909914,2023-05-27,2023-05-27,2300,Van Nuys,ROBBERY,23.0,M,W,SEMI-AUTOMATIC PISTOL,Invest Cont,7200 N  SEPULVEDA                    BL,23
231508113,2023-04-08,2023-04-08,2110,N Hollywood,BATTERY - SIMPLE ASSAULT,33.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,7500    LAUREL CANYON                BL,21
221111086,2022-07-02,2022-07-01,2035,Northeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39.0,M,W,Unknown,Invest Cont,WESTERLY                     TR,20
221715680,2022-11-06,2022-11-06,1630,Devonshire,BURGLARY,46.0,M,W,Unknown,Invest Cont,11200    WHITE OAK                    AV,16
230404728,2023-01-22,2023-01-22,620,Hollenbeck,BATTERY - SIMPLE ASSAULT,45.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,2700    OREGON                       ST,6
231811189,2023-05-29,2023-05-29,1950,Southeast,BATTERY - SIMPLE ASSAULT,17.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,16500 S  FIGUEROA                     ST,19
230509121,2023-05-23,2023-05-23,1120,Harbor,ROBBERY,33.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,F                            ST,11
221715295,2022-10-24,2022-10-21,905,Devonshire,BATTERY - SIMPLE ASSAULT,16.0,F,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,9600    ZELZAH                       AV,9
221320511,2022-11-06,2022-11-06,1600,Newton,VANDALISM - MISDEAMEANOR ($399 OR UNDER),32.0,M,H,HAND GUN,Invest Cont,AVALON                       BL,16
231707812,2023-04-07,2023-04-03,1800,Devonshire,BURGLARY,75.0,M,A,Unknown,Invest Cont,19200    STARE                        ST,18
221614510,2022-11-22,2022-11-22,348,Foothill,BURGLARY,23.0,F,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,8000    WEBB                         AV,3
230406093,2023-03-03,2023-03-03,950,Hollenbeck,THEFT OF IDENTITY,48.0,F,H,Unknown,Invest Cont,4600 N  HUNTINGTON DR,9
221113184,2022-08-26,2022-08-26,1910,Northeast,VIOLATION OF COURT ORDER,55.0,F,B,Unknown,Invest Cont,2700    RESERVOIR                    ST,19
220215496,2022-08-24,2021-02-08,100,Rampart,THEFT OF IDENTITY,24.0,M,W,Unknown,Invest Cont,1000    WILSHIRE                     BL,1
221314326,2022-07-09,2022-04-12,1800,Newton,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",27.0,F,B,Unknown,Invest Cont,BROADWAY                     ST,18
221512205,2022-07-12,2022-07-12,800,N Hollywood,BATTERY - SIMPLE ASSAULT,43.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5300    LANKERSHIM                   BL,8
230509785,2023-06-09,2023-06-09,1300,Harbor,INTIMATE PARTNER - AGGRAVATED ASSAULT,35.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1200 S  LELAND                       ST,13
230905828,2023-02-18,2023-02-17,200,Van Nuys,BURGLARY,73.0,M,W,Unknown,Invest Cont,15300    VENTURA                      BL,2
232005269,2023-01-26,2023-01-25,2300,Olympic,BURGLARY FROM VEHICLE,28.0,M,W,Unknown,Invest Cont,4800    OAKWOOD                      AV,23
230204417,2023-01-06,2021-02-06,1225,Rampart,THEFT OF IDENTITY,28.0,F,B,Unknown,Invest Cont,100 N  BEAUDRY                      AV,12
220117462,2022-08-01,2022-08-01,1200,Central,"THEFT, PERSON",34.0,M,H,Unknown,Invest Cont,4TH,12
220317901,2022-10-04,2022-08-13,1,Southwest,THEFT OF IDENTITY,27.0,M,B,Unknown,Invest Cont,1400 W  36TH                         PL,0
221820481,2022-11-10,2022-11-03,1150,Southeast,THEFT OF IDENTITY,32.0,F,B,Unknown,Invest Cont,11800 S  SAN PEDRO                    ST,11
220715383,2022-10-16,2022-10-16,1400,Wilshire,SHOPLIFTING - PETTY THEFT ($950 & UNDER),29.0,X,X,Unknown,Invest Cont,400 S  LA BREA                      AV,14
230300556,2023-02-18,2023-02-18,325,Southwest,BURGLARY FROM VEHICLE,25.0,M,H,Unknown,Invest Cont,2200 W  29TH                         ST,3
230107941,2023-03-01,2023-02-28,1904,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),25.0,M,H,Unknown,Invest Cont,700 S  FIGUEROA                     ST,19
221811936,2022-06-02,2022-06-02,1500,Southeast,INTIMATE PARTNER - SIMPLE ASSAULT,26.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,120TH,15
220220512,2022-11-21,2022-11-21,700,Rampart,INTIMATE PARTNER - SIMPLE ASSAULT,23.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 N  OCCIDENTAL                   BL,7
232111012,2023-06-28,2023-06-28,1,Topanga,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35.0,M,X,Unknown,Invest Cont,4800    TOPANGA CANYON               BL,0
231906109,2023-02-17,2023-02-17,1550,Mission,INTIMATE PARTNER - SIMPLE ASSAULT,19.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,8900    BURNET                       AV,15
222110670,2022-06-16,2022-06-16,1200,Topanga,VIOLATION OF COURT ORDER,42.0,F,H,Unknown,Adult Arrest,5900    SHOUP                        AV,12
230904422,2023-01-12,2023-01-11,1140,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),27.0,M,W,Unknown,Invest Cont,14700    CALVERT                      ST,11
231309863,2023-04-29,2023-04-11,1030,Newton,THEFT OF IDENTITY,59.0,F,H,Unknown,Invest Cont,300 E  64TH                         ST,10
232004388,2023-01-12,2023-01-12,42,Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,26.0,F,B,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,1200    ELDEN                        AV,0
222110167,2022-06-06,2022-06-05,800,Topanga,THEFT OF IDENTITY,71.0,M,W,Unknown,Invest Cont,22600    STRATHERN                    ST,8
231110073,2023-06-13,2023-05-12,1600,Northeast,OTHER ASSAULT,16.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,FIGUEROA,16
220217012,2022-09-19,2022-09-19,740,Rampart,INDECENT EXPOSURE,7.0,F,H,Unknown,Adult Arrest,800    BEACON                       AV,7
220116154,2022-07-13,2022-07-13,800,Central,INTIMATE PARTNER - AGGRAVATED ASSAULT,37.0,M,B,BOTTLE,Invest Cont,1800 S  FLOWER                       ST,8
221416127,2022-09-04,2022-09-03,1830,Pacific,BATTERY - SIMPLE ASSAULT,40.0,F,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,OCEAN FRONT                  WK,18
220317514,2022-09-28,2022-09-24,1100,Southwest,BURGLARY,62.0,M,B,Unknown,Invest Cont,5700 W  JEFFERSON                    BL,11
230309835,2023-04-24,2023-04-24,700,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),50.0,F,J,Unknown,Invest Cont,3300 S  FIGUEROA                     ST,7
231405419,2023-02-05,2023-02-05,30,Pacific,VEHICLE - ATTEMPT STOLEN,39.0,M,W,Unknown,Invest Cont,12700    MITCHELL                     AV,0
221612571,2022-09-20,2022-09-19,1423,Foothill,SHOPLIFTING - PETTY THEFT ($950 & UNDER),22.0,F,H,Unknown,Invest Cont,9700    LAUREL CANYON                BL,14
220123798,2022-11-03,2022-11-03,1110,Central,INTIMATE PARTNER - SIMPLE ASSAULT,30.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,900 S  BROADWAY,11
231105149,2023-01-30,2023-01-30,230,Northeast,BATTERY - SIMPLE ASSAULT,33.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,1300    QUINTERO                     ST,2
232004012,2022-12-31,2022-12-31,1600,Olympic,VIOLATION OF COURT ORDER,32.0,F,A,Unknown,Invest Cont,900 S  WILTON                       PL,16
220614871,2022-08-19,2022-08-02,1740,Hollywood,OTHER MISCELLANEOUS CRIME,16.0,M,H,Unknown,Invest Cont,ST ANDREWS,17
221613901,2022-11-02,2022-11-02,1420,Foothill,SHOPLIFTING - PETTY THEFT ($950 & UNDER),30.0,M,O,Unknown,Invest Cont,13500    PAXTON                       ST,14
230106069,2023-02-01,2023-01-31,2030,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",33.0,F,H,Unknown,Invest Cont,700 E  4TH                          PL,20
220414287,2022-10-14,2022-10-02,30,Hollenbeck,THEFT OF IDENTITY,31.0,F,H,Unknown,Invest Cont,3400    SABINA                       ST,0
221610603,2022-07-20,2022-06-06,345,Foothill,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),36.0,M,H,Unknown,Invest Cont,11600    GLADSTONE                    AV,3
220215405,2022-08-28,2022-08-28,1500,Rampart,BATTERY - SIMPLE ASSAULT,26.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,W  3RD                          ST,15
221418123,2022-10-25,2022-10-20,1400,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),80.0,M,W,Unknown,Invest Cont,3200    STONER                       AV,14
231905802,2023-02-10,2023-02-10,1810,Mission,INTIMATE PARTNER - SIMPLE ASSAULT,30.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,9000    WILLIS                       AV,18
220616209,2022-09-15,2022-09-15,1645,Hollywood,BURGLARY FROM VEHICLE,26.0,M,A,Unknown,Invest Cont,YUCCA                        ST,16
230809437,2023-05-10,2023-05-08,305,West LA,BIKE - STOLEN,23.0,M,C,Unknown,Invest Cont,1400    MIDVALE                      AV,3
231305324,2023-01-28,2023-01-27,910,Newton,INTIMATE PARTNER - SIMPLE ASSAULT,32.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,47TH                         ST,9
232109006,2023-05-11,2023-05-06,1235,Topanga,VIOLATION OF RESTRAINING ORDER,23.0,F,H,Unknown,Invest Cont,21300    CHASE                        ST,12
231504746,2023-01-19,2020-12-22,1201,N Hollywood,THEFT OF IDENTITY,56.0,F,O,Unknown,Invest Cont,6700    RHODES                       AV,12
231505561,2023-02-07,2023-02-07,1930,N Hollywood,BRANDISH WEAPON,25.0,M,O,UNKNOWN FIREARM,Invest Cont,3600    CAHUENGA                     BL,19
231212569,2023-05-23,2023-05-23,1200,77th Street,"BURGLARY, ATTEMPTED",26.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,BROADWAY,12
230810005,2023-05-23,2023-05-23,1500,West LA,"BUNCO, GRAND THEFT",32.0,F,W,Unknown,Invest Cont,2000 S  BENTLEY                      AV,15
221321443,2022-11-22,2022-09-11,1312,Newton,SHOPLIFTING - PETTY THEFT ($950 & UNDER),30.0,F,H,Unknown,Invest Cont,900 E  SLAUSON                      AV,13
220412757,2022-09-02,2022-08-01,1900,Hollenbeck,INTIMATE PARTNER - SIMPLE ASSAULT,37.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,2400    FOLSOM                       ST,19
231208534,2023-03-16,2023-03-16,1610,77th Street,BATTERY - SIMPLE ASSAULT,22.0,F,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,CRENSHAW                     BL,16
221512263,2022-07-13,2022-07-13,1530,N Hollywood,BATTERY - SIMPLE ASSAULT,40.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,4300    COLDWATER CANYON             AV,15
221913771,2022-08-29,2022-08-28,2000,Mission,INTIMATE PARTNER - SIMPLE ASSAULT,23.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,8000    WILLIS                       AV,20
230304922,2023-01-19,2023-01-19,730,Southwest,BURGLARY,35.0,F,B,Unknown,Invest Cont,1100 W  39TH                         PL,7
221518044,2022-12-01,2022-11-30,1558,N Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),51.0,M,H,Unknown,Invest Cont,5400    TUJUNGA                      AV,15
220113828,2022-06-08,2022-06-08,2000,Central,BATTERY - SIMPLE ASSAULT,35.0,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,500 S  SAN PEDRO,20
231009331,2023-05-19,2023-05-19,520,West Valley,BURGLARY,69.0,M,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,7500    VALJEAN                      AV,5
230409528,2023-06-19,2023-06-19,1015,Hollenbeck,BATTERY - SIMPLE ASSAULT,52.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,4600 N  HUNTINGTON DR,10
220816649,2022-11-10,2022-09-01,1000,West LA,THEFT OF IDENTITY,40.0,F,O,Unknown,Invest Cont,400 S  GARFIELD                     AV,10
230212741,2023-06-20,2023-06-20,100,Rampart,VIOLATION OF COURT ORDER,52.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500    GLENDALE                     BL,1
231207866,2023-03-03,2023-03-01,709,77th Street,THEFT OF IDENTITY,30.0,F,H,Unknown,Invest Cont,3500 W  71ST                         ST,7
220813201,2022-08-12,2022-08-12,1835,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",59.0,M,H,KITCHEN KNIFE,Adult Other,2300 S  CARMELINA                    AV,18
230510460,2023-06-28,2023-06-28,323,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",64.0,M,W,Unknown,Invest Cont,600 N  CABRILLO                     AV,3
220320590,2022-11-20,2022-11-20,2300,Southwest,INTIMATE PARTNER - AGGRAVATED ASSAULT,42.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,4100 S  VERMONT                      AV,23
231307181,2023-03-03,2023-03-03,910,Newton,THEFT OF IDENTITY,30.0,F,H,Unknown,Invest Cont,6300 S  SAN PEDRO                    ST,9
220124978,2022-11-19,2022-11-18,1100,Central,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),26.0,M,H,Unknown,Invest Cont,700 N  HILL                         PL,11
220910101,2022-06-07,2022-06-02,900,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),34.0,M,H,Unknown,Invest Cont,14800    ARCHWOOD                     ST,9
230200529,2023-01-22,2023-01-22,140,Rampart,ROBBERY,51.0,M,H,KITCHEN KNIFE,Adult Other,WILSHIRE,1
221316711,2022-08-27,2022-08-27,1930,Newton,BIKE - STOLEN,31.0,F,H,Unknown,Adult Other,5000    WALL                         ST,19
220712880,2022-08-14,2022-08-14,1645,Wilshire,BATTERY - SIMPLE ASSAULT,46.0,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,4400 W  WASHINGTON                   BL,16
220513247,2022-09-02,2022-09-02,1520,Harbor,VIOLATION OF RESTRAINING ORDER,62.0,M,H,Unknown,Invest Cont,1400 E  CRUCES                       ST,15
221016399,2022-11-11,2022-11-11,1110,West Valley,BATTERY - SIMPLE ASSAULT,87.0,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,7100    WILBUR                       AV,11
231704620,2023-01-08,2023-01-07,2130,Devonshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),47.0,M,W,Unknown,Invest Cont,10200    ALDEA                        AV,21
230404813,2023-01-25,2021-03-12,700,Hollenbeck,THEFT PLAIN - PETTY ($950 & UNDER),30.0,F,H,Unknown,Invest Cont,2100 E  1ST                          ST,7
231004668,2023-01-17,2022-12-17,900,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),60.0,F,W,Unknown,Invest Cont,6400    ZELZAH                       AV,9
220214396,2022-08-07,2022-08-07,230,Rampart,VANDALISM - MISDEAMEANOR ($399 OR UNDER),66.0,F,H,Unknown,Invest Cont,200 N  WESTLAKE                     AV,2
221822555,2022-12-22,2022-12-21,2100,Southeast,INTIMATE PARTNER - SIMPLE ASSAULT,35.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,OLIVE                        ST,21
230505402,2023-02-07,2023-02-03,1000,Harbor,BURGLARY,30.0,M,H,Unknown,Invest Cont,1100    HYATT                        AV,10
230804026,2023-01-01,2023-01-01,900,West LA,THEFT PLAIN - PETTY ($950 & UNDER),67.0,M,B,Unknown,Invest Cont,WEYBURN                      AV,9
221015157,2022-10-12,2022-10-12,1655,West Valley,BATTERY - SIMPLE ASSAULT,49.0,M,A,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,RESEDA                       BL,16
221415936,2022-08-31,2022-08-31,1200,Pacific,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",30.0,F,W,Unknown,Invest Cont,3300    KELTON                       AV,12
231405142,2023-01-30,2023-01-30,2030,Pacific,ROBBERY,57.0,M,W,HAND GUN,Invest Cont,3700    MOUNTAIN VIEW                AV,20
231706583,2023-02-20,2023-01-14,1700,Devonshire,THEFT OF IDENTITY,24.0,F,O,Unknown,Invest Cont,18500    MAYALL                       ST,17
221214292,2022-06-06,2022-06-02,830,77th Street,THEFT OF IDENTITY,44.0,F,B,Unknown,Invest Cont,6300    10TH                         AV,8
221321118,2022-11-17,2022-11-09,1320,Newton,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",58.0,F,H,Unknown,Invest Cont,GRAND                        AV,13
220216522,2022-09-12,2022-09-11,1150,Rampart,CRIMINAL THREATS - NO WEAPON DISPLAYED,65.0,M,O,VERBAL THREAT,Invest Cont,3700    MIDDLEBURY                   ST,11
231507246,2023-03-19,2023-03-19,630,N Hollywood,BURGLARY,40.0,M,W,Unknown,Adult Arrest,4200    COLDWATER CANYON             AV,6
221317888,2022-09-18,2022-09-18,2050,Newton,BATTERY - SIMPLE ASSAULT,20.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,4900    HOOPER                       AV,20
221910260,2022-06-01,2022-06-01,1930,Mission,INTIMATE PARTNER - AGGRAVATED ASSAULT,45.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,14700    POLK                         ST,19
230909275,2023-05-11,2023-05-11,1350,Van Nuys,"THEFT, PERSON",34.0,F,H,Unknown,Adult Arrest,NOBLE                        AV,13
231907681,2023-04-05,2022-04-29,1000,Mission,THEFT PLAIN - PETTY ($950 & UNDER),34.0,F,B,Unknown,Invest Cont,15200    PARTHENIA                    ST,10
231804919,2023-01-17,2023-01-17,1550,Southeast,CRIMINAL THREATS - NO WEAPON DISPLAYED,41.0,M,B,VERBAL THREAT,Invest Cont,100 E  111TH                        ST,15
220513424,2022-09-06,2022-09-06,730,Harbor,VIOLATION OF RESTRAINING ORDER,46.0,F,H,Unknown,Adult Arrest,900 W  G                            ST,7
231106000,2023-02-21,2023-02-09,100,Northeast,INTIMATE PARTNER - AGGRAVATED ASSAULT,32.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 N  AVE 54,1
221516832,2022-11-01,2022-10-30,400,N Hollywood,BURGLARY FROM VEHICLE,23.0,F,H,Unknown,Invest Cont,FARMDALE                     AV,4
221609835,2022-06-25,2022-06-25,30,Foothill,"BURGLARY, ATTEMPTED",36.0,M,W,Unknown,Invest Cont,8700    BRADLEY                      AV,0
230611106,2023-06-13,2023-06-07,1100,Hollywood,BURGLARY,29.0,M,W,Unknown,Invest Cont,6200    HOLLYWOOD                    BL,11
221814267,2022-07-14,2022-06-22,1100,Southeast,INTIMATE PARTNER - SIMPLE ASSAULT,16.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,11200 S  BROADWAY,11
231906230,2023-02-22,2023-02-20,2200,Mission,INTIMATE PARTNER - AGGRAVATED ASSAULT,19.0,F,H,FOLDING KNIFE,Invest Cont,8600    WILLIS                       AV,22
220713847,2022-09-07,2022-09-04,2200,Wilshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",25.0,F,W,Unknown,Invest Cont,400 S  DETROIT                      ST,22
222113326,2022-08-21,2022-08-11,100,Topanga,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),35.0,M,X,Unknown,Invest Cont,7300    MEDICAL CENTER               DR,1
221320619,2022-11-08,2022-11-08,1035,Newton,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56.0,M,H,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,300 W  61ST                         ST,10
232006836,2023-03-09,2023-03-08,2330,Olympic,ROBBERY,24.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,8TH                          ST,23
220511600,2022-07-20,2022-07-02,101,Harbor,THEFT OF IDENTITY,59.0,M,H,Unknown,Invest Cont,25500    MARIGOLD                     AV,1
220122509,2022-10-14,2022-10-14,1315,Central,THEFT PLAIN - PETTY ($950 & UNDER),56.0,F,H,Unknown,Invest Cont,100 E  8TH                          ST,13
221709972,2022-06-10,2022-06-04,1615,Devonshire,INTIMATE PARTNER - SIMPLE ASSAULT,46.0,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,9400    CORBIN                       AV,16
230400546,2023-01-18,2023-01-18,929,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52.0,M,H,OTHER KNIFE,Adult Arrest,GABRIEL GARC,9
231110103,2023-06-12,2023-06-12,2030,Northeast,BRANDISH WEAPON,51.0,M,O,FOLDING KNIFE,Invest Cont,3600    MONON                        ST,20
220119023,2022-08-24,2022-08-24,2158,Central,BATTERY - SIMPLE ASSAULT,30.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 W  OLYMPIC                      BL,21
231711726,2023-06-20,2023-06-20,600,Devonshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29.0,M,H,HAND GUN,Adult Other,RINALDI,6
230810238,2023-05-30,2023-05-29,1700,West LA,PICKPOCKET,32.0,F,K,Unknown,Invest Cont,10200    SANTA MONICA                 BL,17
231311175,2023-05-23,2023-05-22,1700,Newton,BURGLARY,39.0,M,O,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,700 E  12TH                         ST,17
230509844,2023-06-11,2023-06-11,1400,Harbor,VIOLATION OF RESTRAINING ORDER,37.0,F,H,Unknown,Invest Cont,900    LAKME                        AV,14
230115040,2023-06-29,2023-06-29,842,Central,BATTERY - SIMPLE ASSAULT,52.0,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3RD,8
231908188,2023-04-17,2023-04-17,1915,Mission,TRESPASSING,32.0,F,H,Unknown,Invest Cont,15700    COBALT                       ST,19
231311696,2023-06-02,2023-06-02,1820,Newton,VEHICLE - ATTEMPT STOLEN,62.0,F,B,Unknown,Invest Cont,700 E  15TH                         ST,18
230904877,2023-01-25,2023-01-24,2030,Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT,41.0,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,VICTORY                      BL,20
230810909,2023-06-16,2023-06-16,1511,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),18.0,M,H,HAND GUN,Invest Cont,11400 W  OLYMPIC                      BL,15
221415064,2022-07-29,2022-07-29,1800,Pacific,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",39.0,M,B,Unknown,Invest Cont,6200 W  CENTURY                      BL,18
221014399,2022-09-23,2022-09-23,1620,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",38.0,M,W,Unknown,Invest Cont,18300    OXNARD                       ST,16
230706735,2023-03-02,2023-03-01,1930,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),23.0,M,O,Unknown,Invest Cont,5800    SATURN                       ST,19
220511728,2022-07-25,2022-07-25,1130,Harbor,BRANDISH WEAPON,57.0,M,W,FOLDING KNIFE,Invest Cont,2400 S  WESTERN                      AV,11
